date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:00	9075/9075	---M-Z	200	added ('OK')	text/css	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/plus/plans/main.css	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/plus/plans/main.css	(from https://www.w3schools.com/sql/)
10:41:00	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Feb%202025%2009:41:03%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.googletagmanager.com/gtm.95445.delayed	(from https://www.w3schools.com/sql/)
10:41:00	73302/73302	---M-Z	200	added ('OK')	application/javascript	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/lib/uic.js?v=1.0.9	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/uic21cd.js	(from https://www.w3schools.com/sql/)
10:41:01	26946/26946	---M-Z	200	added ('OK')	application/javascript	etag:%2208d8499d277db1:0%22	https://www.w3schools.com/lib/uic_prov.js?v=1.0.0	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/uic_prove209.js	(from https://www.w3schools.com/sql/)
10:41:01	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:41:04%20GMT	https://www.w3schools.com/sql/python/	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/python/index.html	(from https://www.w3schools.com/sql/)
10:41:01	32618/32618	---M-Z	200	added ('OK')	application/javascript	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/lib/common-deps.js?v=1.0.5	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/common-deps3447.js	(from https://www.w3schools.com/sql/)
10:41:01	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:41:04%20GMT	https://www.w3schools.com/sql/numpy/	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/numpy/index.html	(from https://www.w3schools.com/sql/)
10:41:02	52751/52751	---M-Z	200	added ('OK')	application/javascript	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/lib/user-session.js?v=1.0.34	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/user-session4fae.js	(from https://www.w3schools.com/sql/)
10:41:02	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:41:05%20GMT	https://www.w3schools.com/sql/pandas/	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/pandas/index.html	(from https://www.w3schools.com/sql/)
10:41:02	51085/51085	---M-Z	200	added ('OK')	application/javascript	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/lib/my-learning/main.js?v=1.0.29	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/my-learning/main41be.js	(from https://www.w3schools.com/sql/)
10:41:03	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:41:05%20GMT	https://www.w3schools.com/sql/w3.css	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/w3.css	(from https://www.w3schools.com/sql/)
10:41:03	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:41:05%20GMT	https://www.w3schools.com/sql/scipy/	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/scipy/index.html	(from https://www.w3schools.com/sql/)
10:41:03	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:41:06%20GMT	https://www.w3schools.com/sql/w3.js	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/w3.js	(from https://www.w3schools.com/sql/)
10:41:03	373712/373712	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:06%20GMT	https://www.w3schools.com/sql/default.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/default.html	(from https://www.w3schools.com/sql/)
10:41:04	369898/369898	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:06%20GMT	https://www.w3schools.com/sql/sql_ref_keywords.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_ref_keywords.html	(from https://www.w3schools.com/sql/)
10:41:04	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:41:07%20GMT	https://www.w3schools.com/sql/node.js	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/node.js	(from https://www.w3schools.com/sql/)
10:41:05	385858/385858	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:08%20GMT	https://www.w3schools.com/sql/sql_exercises.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_exercises.html	(from https://www.w3schools.com/sql/)
10:41:05	371087/371087	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:08%20GMT	https://www.w3schools.com/sql/sql_quiz.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_quiz.html	(from https://www.w3schools.com/sql/)
10:41:06	8621/8621	---M--	200	added ('OK')	image/png	etag:%220b13ad716ddb1:0%22	https://www.w3schools.com/images/colorpicker2000.png	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/images/colorpicker2000.png	(from https://www.w3schools.com/sql/)
10:41:06	363257/363257	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:09%20GMT	https://www.w3schools.com/sql/sql_create_table.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_create_table.html	(from https://www.w3schools.com/sql/)
10:41:07	362472/362472	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:09%20GMT	https://www.w3schools.com/sql/func_mysql_position.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_mysql_position.html	(from https://www.w3schools.com/sql/)
10:41:07	418355/418355	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:10%20GMT	https://www.w3schools.com/sql/sql_server.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_server.html	(from https://www.w3schools.com/sql/)
10:41:07	15930/15930	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:10%20GMT	https://www.w3schools.com/sql/trysql.asp?filename=trysql_select_where	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/trysql03b0.html	(from https://www.w3schools.com/sql/)
10:41:07	364208/364208	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:10%20GMT	https://www.w3schools.com/sql/sql_intro.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_intro.html	(from https://www.w3schools.com/sql/)
10:41:07	364267/364267	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:10%20GMT	https://www.w3schools.com/sql/sql_syntax.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_syntax.html	(from https://www.w3schools.com/sql/)
10:41:08	363819/363819	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:10%20GMT	https://www.w3schools.com/sql/sql_select.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_select.html	(from https://www.w3schools.com/sql/)
10:41:08	364669/364669	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:11%20GMT	https://www.w3schools.com/sql/sql_distinct.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_distinct.html	(from https://www.w3schools.com/sql/)
10:41:08	366465/366465	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:11%20GMT	https://www.w3schools.com/sql/sql_where.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_where.html	(from https://www.w3schools.com/sql/)
10:41:08	365368/365368	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:11%20GMT	https://www.w3schools.com/sql/sql_orderby.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_orderby.html	(from https://www.w3schools.com/sql/)
10:41:08	365822/365822	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:11%20GMT	https://www.w3schools.com/sql/sql_and.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_and.html	(from https://www.w3schools.com/sql/)
10:41:09	364848/364848	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:11%20GMT	https://www.w3schools.com/sql/sql_or.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_or.html	(from https://www.w3schools.com/sql/)
10:41:09	365745/365745	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:12%20GMT	https://www.w3schools.com/sql/sql_not.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_not.html	(from https://www.w3schools.com/sql/)
10:41:09	368613/368613	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:12%20GMT	https://www.w3schools.com/sql/sql_insert.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_insert.html	(from https://www.w3schools.com/sql/)
10:41:09	364907/364907	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:12%20GMT	https://www.w3schools.com/sql/sql_null_values.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_null_values.html	(from https://www.w3schools.com/sql/)
10:41:09	367360/367360	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:12%20GMT	https://www.w3schools.com/sql/sql_update.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_update.html	(from https://www.w3schools.com/sql/)
10:41:10	364524/364524	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:12%20GMT	https://www.w3schools.com/sql/sql_delete.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_delete.html	(from https://www.w3schools.com/sql/)
10:41:10	367742/367742	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:13%20GMT	https://www.w3schools.com/sql/sql_top.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_top.html	(from https://www.w3schools.com/sql/)
10:41:10	361135/361135	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:13%20GMT	https://www.w3schools.com/sql/sql_aggregate_functions.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_aggregate_functions.html	(from https://www.w3schools.com/sql/)
10:41:10	363610/363610	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:13%20GMT	https://www.w3schools.com/sql/sql_min_max.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_min_max.html	(from https://www.w3schools.com/sql/)
10:41:11	364801/364801	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:13%20GMT	https://www.w3schools.com/sql/sql_count.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_count.html	(from https://www.w3schools.com/sql/)
10:41:11	364896/364896	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:14%20GMT	https://www.w3schools.com/sql/sql_sum.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_sum.html	(from https://www.w3schools.com/sql/)
10:41:11	363782/363782	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:14%20GMT	https://www.w3schools.com/sql/sql_avg.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_avg.html	(from https://www.w3schools.com/sql/)
10:41:11	368010/368010	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:14%20GMT	https://www.w3schools.com/sql/sql_like.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_like.html	(from https://www.w3schools.com/sql/)
10:41:12	368716/368716	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:14%20GMT	https://www.w3schools.com/sql/sql_wildcards.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_wildcards.html	(from https://www.w3schools.com/sql/)
10:41:12	364540/364540	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:15%20GMT	https://www.w3schools.com/sql/sql_in.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_in.html	(from https://www.w3schools.com/sql/)
10:41:12	366120/366120	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:15%20GMT	https://www.w3schools.com/sql/sql_between.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_between.html	(from https://www.w3schools.com/sql/)
10:41:12	368086/368086	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:15%20GMT	https://www.w3schools.com/sql/sql_alias.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_alias.html	(from https://www.w3schools.com/sql/)
10:41:13	363931/363931	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:15%20GMT	https://www.w3schools.com/sql/sql_join.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_join.html	(from https://www.w3schools.com/sql/)
10:41:13	365592/365592	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:16%20GMT	https://www.w3schools.com/sql/sql_join_inner.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_join_inner.html	(from https://www.w3schools.com/sql/)
10:41:13	363093/363093	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:16%20GMT	https://www.w3schools.com/sql/sql_join_left.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_join_left.html	(from https://www.w3schools.com/sql/)
10:41:13	362830/362830	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:16%20GMT	https://www.w3schools.com/sql/sql_join_right.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_join_right.html	(from https://www.w3schools.com/sql/)
10:41:13	364029/364029	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:16%20GMT	https://www.w3schools.com/sql/sql_join_full.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_join_full.html	(from https://www.w3schools.com/sql/)
10:41:14	361983/361983	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:16%20GMT	https://www.w3schools.com/sql/sql_join_self.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_join_self.html	(from https://www.w3schools.com/sql/)
10:41:14	366573/366573	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:17%20GMT	https://www.w3schools.com/sql/sql_union.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_union.html	(from https://www.w3schools.com/sql/)
10:41:14	364770/364770	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:17%20GMT	https://www.w3schools.com/sql/sql_groupby.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_groupby.html	(from https://www.w3schools.com/sql/)
10:41:14	365689/365689	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:17%20GMT	https://www.w3schools.com/sql/sql_having.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_having.html	(from https://www.w3schools.com/sql/)
10:41:15	363729/363729	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:17%20GMT	https://www.w3schools.com/sql/sql_exists.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_exists.html	(from https://www.w3schools.com/sql/)
10:41:15	368024/368024	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:18%20GMT	https://www.w3schools.com/sql/sql_any_all.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_any_all.html	(from https://www.w3schools.com/sql/)
10:41:15	362657/362657	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:18%20GMT	https://www.w3schools.com/sql/sql_select_into.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_select_into.html	(from https://www.w3schools.com/sql/)
10:41:15	364112/364112	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:18%20GMT	https://www.w3schools.com/sql/sql_insert_into_select.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_insert_into_select.html	(from https://www.w3schools.com/sql/)
10:41:16	362847/362847	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:18%20GMT	https://www.w3schools.com/sql/sql_case.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_case.html	(from https://www.w3schools.com/sql/)
10:41:16	363396/363396	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:19%20GMT	https://www.w3schools.com/sql/sql_isnull.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_isnull.html	(from https://www.w3schools.com/sql/)
10:41:16	364308/364308	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:19%20GMT	https://www.w3schools.com/sql/sql_stored_procedures.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_stored_procedures.html	(from https://www.w3schools.com/sql/)
10:41:16	363708/363708	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:19%20GMT	https://www.w3schools.com/sql/sql_comments.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_comments.html	(from https://www.w3schools.com/sql/)
10:41:17	365172/365172	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:19%20GMT	https://www.w3schools.com/sql/sql_operators.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_operators.html	(from https://www.w3schools.com/sql/)
10:41:17	360783/360783	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:20%20GMT	https://www.w3schools.com/sql/sql_create_db.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_create_db.html	(from https://www.w3schools.com/sql/)
10:41:17	360977/360977	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:20%20GMT	https://www.w3schools.com/sql/sql_drop_db.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_drop_db.html	(from https://www.w3schools.com/sql/)
10:41:17	361894/361894	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:20%20GMT	https://www.w3schools.com/sql/sql_backup_db.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_backup_db.html	(from https://www.w3schools.com/sql/)
10:41:17	360998/360998	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:20%20GMT	https://www.w3schools.com/sql/sql_drop_table.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_drop_table.html	(from https://www.w3schools.com/sql/)
10:41:18	366101/366101	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:20%20GMT	https://www.w3schools.com/sql/sql_alter.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_alter.html	(from https://www.w3schools.com/sql/)
10:41:18	362363/362363	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:21%20GMT	https://www.w3schools.com/sql/sql_constraints.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_constraints.html	(from https://www.w3schools.com/sql/)
10:41:19	361642/361642	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:21%20GMT	https://www.w3schools.com/sql/sql_notnull.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_notnull.html	(from https://www.w3schools.com/sql/)
10:41:19	363472/363472	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:22%20GMT	https://www.w3schools.com/sql/sql_unique.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_unique.html	(from https://www.w3schools.com/sql/)
10:41:19	363682/363682	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:22%20GMT	https://www.w3schools.com/sql/sql_primarykey.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_primarykey.html	(from https://www.w3schools.com/sql/)
10:41:19	365250/365250	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:22%20GMT	https://www.w3schools.com/sql/sql_foreignkey.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_foreignkey.html	(from https://www.w3schools.com/sql/)
10:41:19	363511/363511	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:22%20GMT	https://www.w3schools.com/sql/sql_check.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_check.html	(from https://www.w3schools.com/sql/)
10:41:20	362593/362593	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:22%20GMT	https://www.w3schools.com/sql/sql_default.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_default.html	(from https://www.w3schools.com/sql/)
10:41:20	362843/362843	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:23%20GMT	https://www.w3schools.com/sql/sql_create_index.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_create_index.html	(from https://www.w3schools.com/sql/)
10:41:20	366687/366687	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:23%20GMT	https://www.w3schools.com/sql/sql_autoincrement.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_autoincrement.html	(from https://www.w3schools.com/sql/)
10:41:20	363892/363892	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:23%20GMT	https://www.w3schools.com/sql/sql_dates.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_dates.html	(from https://www.w3schools.com/sql/)
10:41:21	363305/363305	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:24%20GMT	https://www.w3schools.com/sql/sql_view.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_view.html	(from https://www.w3schools.com/sql/)
10:41:21	367633/367633	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:41:24%20GMT	https://www.w3schools.com/sql/sql_injection.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_injection.html	(from https://www.w3schools.com/sql/)
